tag,category,aliases(if enabled)
pink_shirt,General,pink_blouse
hair_flaps,General,
brown_background,General,/brownbg
pink_ribbon,General,
mecha,General,mech
wolf_tail,General,coyote_tail
white_skin,General,
brown_pantyhose,General,
side_slit,General,leg_slit
science_fiction,General,"futuristic,sci-fi,sci_fi,scifi"
low-tied_long_hair,General,long_hair_tied_low
demon_wings,General,devil_wings
purple_background,General,/purplebg
hair_rings,General,"hair_loop,hair_loops,hair_ring"
floating,General,
bow_panties,General,panty_bow
happy_birthday,General,
striped_panties,General,"shimapan,stripped_panties"
pink_skirt,General,
licking,General,"lick,licks"
black_sailor_collar,General,
smoke,General,
blue_bikini,General,"blue_bikini_bottom,blue_bikini_top"
sweater_vest,General,
official_alternate_hairstyle,General,alternate_hairstyle_(official)
paizuri,General,"tit_fuck,titfuck,titjob"
armlet,General,"arm_bracelets,armlets"
front-tie_top,General,front_tie_top
frilled_apron,General,
veins,General,"vein,veiny"
convenient_censoring,General,convenient_censorship
clenched_hands,General,"clenched_fists,closed_fists,fists"
rifle,General,rifles
white_pants,General,
tsurime,General,
pocket,General,pockets
side-tie_panties,General,"himopan,side_tie_panties"
freckles,General,
green_bow,General,
tentacles,General,tentacle
single_glove,General,one_glove
knee_up,General,
high_collar,General,
desk,General,desks
:<,General,
zipper,General,zippers
snow,General,
sleeves_rolled_up,General,"folded_sleeves,rolled_sleeves,rolled-up_sleeves,rolled_up_sleeves,sleeves_folded_up,sleeves_rolled"
spot_color,General,spot_colors
drinking_glass,General,
mary_janes,General,
full_moon,General,fullmoon
cum_on_breasts,General,"cum_between_breasts,cum_on_tits,semen_on_breasts"
cowgirl_position,General,cowgirl_(position)
one_eye_covered,General,covered_eye
topless_male,General,shirtless
gift,General,"gifts,present,presents"
ball,General,
skin_tight,General,"skintight,skintightsuit"
:p,General,:b
dual_persona,General,
beads,General,
yellow_shirt,General,yellow_blouse
dragon_girl,General,
hair_scrunchie,General,
green_jacket,General,
black_bowtie,General,
frilled_shirt_collar,General,
pencil_skirt,General,
vertical-striped_clothes,General,vertical-striped_clothing
wide_hips,General,large_hips
finger_to_mouth,General,"finger_on_lips,finger_on_mouth,finger_to_lips"
half_updo,General,half_down_half_up
high_heel_boots,General,heel_boots
lace,General,
track_jacket,General,
toned,General,
white_coat,General,
strap_slip,General,
purple_bow,General,
lens_flare,General,lensflare
reflection,General,
cake,General,
blue_footwear,General,"blue_boots,blue_shoes"
!,General,exclamation_mark
no_headwear,General,"hat-less,hatless,no_bandana,no_hat,no_helmet"
clothed_female_nude_male,General,"/cfnm,cfnm,clothed_female_naked_male,/nmcf,nmcf,nude_male_clothed_female"
handgun,General,"hand_gun,pistol"
hakama_skirt,General,hakama
high-waist_skirt,General,
furrowed_brow,General,furrowed_eyebrows
grey_jacket,General,"gray_jacket,silver_jacket"
walking,General,
heavy_breathing,General,panting
arm_behind_back,General,hand_behind_back
seiza,General,sitting_on_knees
starry_sky,General,
asymmetrical_legwear,General,
green_dress,General,
after_sex,General,aftersex
brown_jacket,General,brown_blazer
angel_wings,General,
robe,General,robes
santa_hat,General,"christmas_hat,stocking_cap"
red_hat,General,
single_horn,General,horn
bikini_top_only,General,bikini_top
tokin_hat,General,tokin
tareme,General,
blood_on_face,General,bloody_face
alcohol,General,
between_legs,General,
mole_on_breast,General,
mature_male,General,dilf
wading,General,"standing_in_liquid,walking_in_liquid"
handjob,General,"hand_job,tekoki"
black-framed_eyewear,General,black-framed_glasses
fish,General,
clothed_sex,General,
frilled_bikini,General,frilled_bikini_bottom
cross-laced_footwear,General,cross_laced_footwear
tray,General,"platter,serving_tray"
ribbed_sweater,General,
masturbation,General,"masturbate,masturbating,onani"
crying_with_eyes_open,General,
headset,General,
turtleneck_sweater,General,
pendant,General,
personification,General,"anthropomorphism,gijinka"
swim_ring,General,
furry_female,General,female_furry
forest,General,woods
long_skirt,General,
white_wings,General,
kemonomimi_mode,General,
black_sleeves,General,
pouch,General,pouches
winter_uniform,General,
arm_behind_head,General,hand_behind_head
sailor_dress,General,
santa_costume,General,"santa,santa_outfit,santa_suit"
@_@,General,"al_bhed_eyes,spiral_eyes,swirly_eyes"
age_difference,General,older_on_younger
purple_skirt,General,
long_fingernails,General,
genderswap_(mtf),General,
goggles_on_head,General,goggle_on_head
puffy_nipples,General,"puffy_areolae,puffy_nipple"
legs_up,General,
spoken_ellipsis,General,
white_hairband,General,
white_shorts,General,
partially_submerged,General,
rain,General,raining
halloween,General,
bulge,General,
crossdressing,General,"crossdress,crossplay,transvestite"
one-hour_drawing_challenge,General,"1draw,wandoro"
hand_in_pocket,General,
raised_eyebrows,General,
green_shirt,General,green_blouse
yellow_flower,General,
jitome,General,flat_gaze
short_ponytail,General,
curly_hair,General,curls
brown_skirt,General,
white_kimono,General,white_yukata
hand_on_another's_head,General,
mature_female,General,"mature,mature_woman,milf"
hand_in_own_hair,General,"hand_in_hair,hand_on_hair"
thought_bubble,General,thought_balloon
blue_hat,General,
fake_tail,General,fake_animal_tail
blue_pants,General,
furry_male,General,male_furry
futanari,General,"dickgirl,futa"
legs_apart,General,
backlighting,General,"backlit,bright_background"
cigarette,General,"cigarete,cigarettes,cigarrete,cigarrette"
condom,General,condoms
red_bikini,General,"red_bikini_bottom,red_bikini_top"
star_hair_ornament,General,
belt_buckle,General,
animal_hands,General,"animal_paws,paw,paws"
empty_eyes,General,dead_eyes
bubble,General,bubbles
pauldrons,General,"pauldron,spaulders"
yellow_ribbon,General,
denim_shorts,General,"daisy_dukes,daisydukes,jean_shorts"
out_of_frame,General,
cuffs,General,cuff
thong,General,thong_panties
white_bra,General,
faceless_male,General,mister_x
red_scarf,General,
top_hat,General,"magician_hat,tophat"
gym_uniform,General,gym_clothes
unworn_headwear,General,"headwear_off,headwear_removed"
4boys,General,4boy
striped_shirt,General,striped_blouse
upskirt,General,
dress_lift,General,
wide-eyed,General,"eyes_wide,shocked_eyes,wide_eyed,wide_eyes"
colored_eyelashes,General,"aqua_eyelashes,blonde_eyelashes,blue_eyelashes,coloured_eyelashes,green_eyelashes,grey_eyelashes,multicolored_eyelashes,orange_eyelashes,pink_eyelashes,purple_eyelashes,red_eyelashes,silver_eyelashes,white_eyelashes"
emphasis_lines,General,
flying,General,
red-framed_eyewear,General,"red-framed_glasses,red_framed_glasses,red-rimmed_glasses"
epaulettes,General,
fingering,General,fingers_in_pussy
ribbon-trimmed_sleeves,General,
purple_flower,General,
dog_tail,General,african_wild_dog_tail
teacup,General,"tea_cup,teacups"
bowl,General,bowls
broom,General,broomstick
asymmetrical_bangs,General,asymmetric_bangs
sports_bra,General,
blue_bowtie,General,
hat_ornament,General,
6+boys,General,"6+boy,6boy,6boys"
holding_umbrella,General,holding_parasol
cumdrip,General,cum_drip
rabbit_girl,General,
cleft_of_venus,General,
school_bag,General,schoolbag
plump,General,"chubby,muchi"
tentacle_hair,General,
:q,General,:9
purple_shirt,General,purple_blouse
head_rest,General,chin_rest
stubble,General,
braided_ponytail,General,
multicolored_eyes,General,
fins,General,fin
looking_ahead,General,
tanlines,General,"tan_line,tanline,tan_lines"
knees_together_feet_apart,General,knees_touching
twins,General,
running,General,run
shoulder_bag,General,
shirt_tucked_in,General,tucked_in_shirt
monster,General,monsters
hands_on_own_hips,General,"akimbo,hands_on_hips,hands_on_waist"
drinking_straw,General,straw_(drinking)
holding_staff,General,
mini_person,General,
rape,General,
black_serafuku,General,
notice_lines,General,realization_lines
red_rose,General,
hairpin,General,"hair_pin,hairpins"
dual_wielding,General,"double_wield,dual_wield"
lolita_fashion,General,lolita
bandaged_arm,General,bandaged_arms
sideburns,General,
competition_swimsuit,General,
dog,General,dogs
innertube,General,"inner_tube,swim_ring"
height_difference,General,
wolf_girl,General,
jeans,General,blue_jeans
doggystyle,General,doggy_style
paper,General,
buruma,General,"bum_huggers,bun_huggers,running_briefs"
watch,General,
doujin_cover,General,
blue_one-piece_swimsuit,General,blue_swimsuit
reaching,General,reach
spread_pussy,General,"open_pussy,pussy_spread,spreadpussy,spread_vagina"
sun_hat,General,sunhat
asymmetrical_hair,General,
straight-on,General,head-on
blurry_foreground,General,
collared_dress,General,
long_dress,General,
hoop_earrings,General,hoop_earring
long_bangs,General,
threesome,General,3p
contrapposto,General,
fur_collar,General,
legs_together,General,"knees_together,knees_together_feet_together"
cum_in_mouth,General,"cumshot_in_mouth,oral_cumshot,semen_in_mouth"
missionary,General,missionary_position
dragon_tail,General,
orange_background,General,/orangebg
mustache,General,moustache
black_bodysuit,General,
mouth_mask,General,face_mask
hair_down,General,hairdown
sunset,General,
torn_pantyhose,General,
pink_lips,General,pink_lipstick
ass_focus,General,pov_ass
partially_fingerless_gloves,General,partly_fingerless_gloves
panties_under_pantyhose,General,"panties_behind_pantyhose,panties_below_pantyhose,panties_underneath_pantyhose,panties_under_pantiehose"
circlet,General,
+_+,General,"cross-shaped_pupils,star_eyes,starry_eyes"
dog_girl,General,
white_leotard,General,
thighband_pantyhose,General,
white_outline,General,
garter_belt,General,"/gar,garterbelt"
chinese_text,General,chinese
ghost,General,ghosts
serious,General,stern
naughty_face,General,naughty_smile
2koma,General,
nontraditional_miko,General,
poke_ball,General,"monster_ball,pokeball,poke_balls,pokeballs"
black_horns,General,
mug,General,
under-rim_eyewear,General,"under-rim_glasses,under_rim_glasses"
shield,General,shields
wooden_floor,General,hardwood_floor
rabbit,General,"bunny,rabbits"
brown_belt,General,
bouquet,General,bouquets
lollipop,General,"lolipop,lollipops"
aged_up,General,older
short_eyebrows,General,
injury,General,"injured,injuries,wounded,wounds"
breastplate,General,"breast_plate,chest_plate,chestplate"
pink_jacket,General,
lantern,General,lanterns
mirror,General,mirrors
blue_halo,General,
machinery,General,
double_v,General,double_peace
blue_theme,General,
teddy_bear,General,"stuffed_bear,teddybear"
oni,General,
brother_and_sister,General,
pajamas,General,"pajama,pyjama,pyjamas"
striped_bow,General,
scar_across_eye,General,eye_scar
rock,General,rocks
skull,General,skulls
bags_under_eyes,General,"dark_circles,eyebags,eye_circles"
impossible_clothes,General,impossible_clothing
open_book,General,
bouncing_breasts,General,
mini_hat,General,"minihat,tiny_hat"
paw_pose,General,"cat_pose,dog_pose"
female_masturbation,General,masturbation_(female)
sideways_glance,General,side_glance
enmaided,General,
shawl,General,
ice,General,
smirk,General,
off-shoulder_dress,General,
sheathed,General,
card,General,cards
large_penis,General,big_penis
eyeliner,General,
hand_between_legs,General,hands_between_legs
toenail_polish,General,
pink_halo,General,
snowing,General,falling_snow
waving,General,wave
popsicle,General,icelolly
breasts_squeezed_together,General,"breast_squeeze,breasts_squeeze"
fur-trimmed_jacket,General,fur-lined_jacket
=_=,General,
glint,General,
pink_footwear,General,"pink_boots,pink_shoes"
dragon,General,
red_cape,General,
arms_at_sides,General,
new_year,General,"newyear,new_years"
can,General,cans
stud_earrings,General,"ear_stud,ear_studs"
sarashi,General,"bandage_bra,bandagebra"
water_drop,General,"droplet,droplets,rain_drop,raindrop,rain_drops,raindrops,water_droplets,water_drops"
fishnet_pantyhose,General,
v_arms,General,v-arms
:t,General,
eyebrows_hidden_by_hair,General,eyebrows_behind_hair
holding_flower,General,
crystal,General,crystals
hug_from_behind,General,back_hug
stairs,General,"stair,staircase,stairway,steps"
striped_bikini,General,
shiny_clothes,General,
veiny_penis,General,
on_floor,General,sitting_on_floor
lab_coat,General,labcoat
heart_hair_ornament,General,
leash,General,
forehead_mark,General,
abyssal_ship,General,shinkaisei-kan
upside-down,General,"upside_down,upsidedown"
handbag,General,"hand_bag,purse"
black_collar,General,
pout,General,
korean_text,General,korean
light_rays,General,
!?,General,"!!?,!?!,?!,?!!,interrobang"
object_insertion,General,insertion
blue_skin,General,
hand_on_another's_shoulder,General,
steaming_body,General,
double-parted_bangs,General,
sign,General,signs
purple_nails,General,"lavender_nails,purple_fingernails"
foot_out_of_frame,General,
bandaid_on_face,General,
minigirl,General,mini_girl
animal_focus,General,
military_hat,General,military_cap
city,General,
layered_sleeves,General,
backless_outfit,General,"backless,open_back"
sound_effects,General,"onomatopoeia,sfx"
low_wings,General,"hip_wings,lower_back_wings,waist_wings"
blue_gloves,General,
sharp_fingernails,General,pointy_fingernails
blue_kimono,General,blue_yukata
meme_attire,General,
arrow_(symbol),General,"directional_arrow,directional_arrows,directional_arrows"
single_side_bun,General,side_bun
hair_behind_ear,General,
red_hairband,General,
red_lips,General,red_lipstick
adjusting_clothes,General,
spoon,General,spoons
chopsticks,General,chopstick
holding_knife,General,
borrowed_character,General,
yukata,General,
tiles,General,tile
double-breasted,General,
holding_unworn_clothes,General,
unworn_hat,General,"hat_off,hat_removed"
muscular_female,General,
motion_blur,General,
drink,General,"beverage,drinks"
strawberry,General,strawberries
ice_cream,General,"ice-cream,icecream,ice-creams,ice_creams,icecreams"
sportswear,General,sports_uniform
brown_thighhighs,General,
hugging_object,General,object_hug
foot_focus,General,"feet_focus,pov_feet"
fake_horns,General,
black_cape,General,
hands_in_pockets,General,
animal_hood,General,
sand,General,
chromatic_aberration,General,
jumping,General,jump
mouse_ears,General,"nezumimi,rat_ears"
hand_on_own_cheek,General,"hand_on_cheek,hand_to_cheek"
spear,General,spears
music,General,
blunt_ends,General,
oekaki,General,
hat_flower,General,
tinted_eyewear,General,colored_lenses
summer_uniform,General,
shrug_(clothing),General,naked_shrug
